state,county,name,lat,lon
KS,Trego,"Trego, KS",38.921302,-99.865423
KS,Wabaunsee,"Wabaunsee, KS",38.955154,-96.201262
KS,Wallace,"Wallace, KS",38.926626,-101.771103
KS,Washington,"Washington, KS",39.776714,-97.095611
KS,Wichita,"Wichita, KS",38.481922,-101.347434
KS,Wilson,"Wilson, KS",37.558515,-95.745175
KS,Woodson,"Woodson, KS",37.888484,-95.757553
KS,Wyandotte,"Wyandotte, KS",39.115384,-94.763087
KY,Adair,"Adair, KY",37.105541,-85.281401
KY,Allen,"Allen, KY",36.75077,-86.192458
KY,Anderson,"Anderson, KY",38.005396,-84.986417
KY,Ballard,"Ballard, KY",37.05112,-89.009178
KY,Barren,"Barren, KY",36.963614,-85.92499
KY,Bath,"Bath, KY",38.152249,-83.737641
KY,Bell,"Bell, KY",36.72268,-83.681046
KY,Boone,"Boone, KY",38.974595,-84.731444
KY,Bourbon,"Bourbon, KY",38.202562,-84.20986
KY,Boyd,"Boyd, KY",38.360004,-82.681406
KY,Boyle,"Boyle, KY",37.6182,-84.873016
KY,Bracken,"Bracken, KY",38.678523,-84.100355
KY,Breathitt,"Breathitt, KY",37.521178,-83.322401
KY,Breckinridge,"Breckinridge, KY",37.778109,-86.432829
KY,Bullitt,"Bullitt, KY",37.969572,-85.703036
KY,Butler,"Butler, KY",37.207013,-86.682471
KY,Caldwell,"Caldwell, KY",37.148643,-87.87051
KY,Calloway,"Calloway, KY",36.620978,-88.274086
KY,Campbell,"Campbell, KY",38.946981,-84.379583
KY,Carlisle,"Carlisle, KY",36.857726,-88.975757
KY,Carroll,"Carroll, KY",38.668284,-85.124083
KY,Carter,"Carter, KY",38.309555,-83.048821
KY,Casey,"Casey, KY",37.321962,-84.92822
KY,Christian,"Christian, KY",36.893388,-87.493554
KY,Clark,"Clark, KY",37.970133,-84.144974
KY,Clay,"Clay, KY",37.164466,-83.710763
KY,Clinton,"Clinton, KY",36.729124,-85.153499
KY,Crittenden,"Crittenden, KY",37.358149,-88.10501
KY,Cumberland,"Cumberland, KY",36.784227,-85.393499
KY,Daviess,"Daviess, KY",37.731671,-87.087139
KY,Edmonson,"Edmonson, KY",37.227856,-86.217778
KY,Elliott,"Elliott, KY",38.116425,-83.097541
KY,Estill,"Estill, KY",37.69246,-83.963927
KY,Fayette,"Fayette, KY",38.040157,-84.458443
KY,Fleming,"Fleming, KY",38.368431,-83.706152
KY,Floyd,"Floyd, KY",37.558283,-82.740337
KY,Franklin,"Franklin, KY",38.234919,-84.868786
KY,Fulton,"Fulton, KY",36.55262,-89.187723
KY,Gallatin,"Gallatin, KY",38.760184,-84.862114
KY,Garrard,"Garrard, KY",37.630162,-84.545856
KY,Grant,"Grant, KY",38.64921,-84.625946
KY,Graves,"Graves, KY",36.723344,-88.649897
KY,Grayson,"Grayson, KY",37.458577,-86.344011
KY,Green,"Green, KY",37.269637,-85.561403
KY,Greenup,"Greenup, KY",38.563596,-82.933833
KY,Hancock,"Hancock, KY",37.843389,-86.792773
KY,Hardin,"Hardin, KY",37.695836,-85.963183
KY,Harlan,"Harlan, KY",36.859223,-83.221497
KY,Harrison,"Harrison, KY",38.443489,-84.332796
KY,Hart,"Hart, KY",37.313856,-85.881995
KY,Henderson,"Henderson, KY",37.792542,-87.572577
KY,Henry,"Henry, KY",38.451561,-85.120079
KY,Hickman,"Hickman, KY",36.675916,-88.97202
KY,Hopkins,"Hopkins, KY",37.31107,-87.542196
KY,Jackson,"Jackson, KY",37.40332,-84.020686
KY,Jefferson,"Jefferson, KY",38.189533,-85.657624
KY,Jessamine,"Jessamine, KY",37.873291,-84.58396
KY,Johnson,"Johnson, KY",37.84926,-82.830639
KY,Kenton,"Kenton, KY",38.930477,-84.533492
KY,Knott,"Knott, KY",37.354703,-82.949138
KY,Knox,"Knox, KY",36.887476,-83.85563
KY,Larue,"Larue, KY",37.545518,-85.697209
KY,Laurel,"Laurel, KY",37.113268,-84.119395
KY,Lawrence,"Lawrence, KY",38.074459,-82.738305
KY,Lee,"Lee, KY",37.605383,-83.718497
KY,Leslie,"Leslie, KY",37.087846,-83.388616
KY,Letcher,"Letcher, KY",37.118503,-82.861175
KY,Lewis,"Lewis, KY",38.532051,-83.373303
KY,Lincoln,"Lincoln, KY",37.457257,-84.658074
KY,Livingston,"Livingston, KY",37.209517,-88.363426
KY,Logan,"Logan, KY",36.859829,-86.881436
KY,Lyon,"Lyon, KY",37.023976,-88.083391
KY,McCracken,"McCracken, KY",37.053688,-88.712378
KY,McCreary,"McCreary, KY",36.731136,-84.491052
KY,McLean,"McLean, KY",37.530575,-87.262931
KY,Madison,"Madison, KY",37.723528,-84.277008
KY,Magoffin,"Magoffin, KY",37.698954,-83.069716
KY,Marion,"Marion, KY",37.552247,-85.269242
KY,Marshall,"Marshall, KY",36.882017,-88.332752
KY,Martin,"Martin, KY",37.796774,-82.506623
KY,Mason,"Mason, KY",38.594068,-83.828052
KY,Meade,"Meade, KY",37.967476,-86.200863
KY,Menifee,"Menifee, KY",37.950715,-83.597345
KY,Mercer,"Mercer, KY",37.812085,-84.879695
KY,Metcalfe,"Metcalfe, KY",36.990394,-85.629554
KY,Monroe,"Monroe, KY",36.714077,-85.713508
KY,Montgomery,"Montgomery, KY",38.038138,-83.912338
KY,Morgan,"Morgan, KY",37.92294,-83.258944
KY,Muhlenberg,"Muhlenberg, KY",37.213816,-87.134092
KY,Nelson,"Nelson, KY",37.803188,-85.465955
KY,Nicholas,"Nicholas, KY",38.337132,-84.025554
KY,Ohio,"Ohio, KY",37.477859,-86.844871
KY,Oldham,"Oldham, KY",38.400046,-85.456059
KY,Owen,"Owen, KY",38.499603,-84.841509
KY,Owsley,"Owsley, KY",37.423452,-83.691566
KY,Pendleton,"Pendleton, KY",38.690765,-84.354041
KY,Perry,"Perry, KY",37.241282,-83.217772
KY,Pike,"Pike, KY",37.482067,-82.402869
KY,Powell,"Powell, KY",37.810379,-83.826985
KY,Pulaski,"Pulaski, KY",37.108312,-84.579986
KY,Robertson,"Robertson, KY",38.513826,-84.063757
KY,Rockcastle,"Rockcastle, KY",37.36122,-84.314419
KY,Rowan,"Rowan, KY",38.205894,-83.425969
KY,Russell,"Russell, KY",36.989127,-85.058976
KY,Scott,"Scott, KY",38.289882,-84.579376
KY,Shelby,"Shelby, KY",38.239426,-85.22836
KY,Simpson,"Simpson, KY",36.740863,-86.581464
KY,Spencer,"Spencer, KY",38.026976,-85.321525
KY,Taylor,"Taylor, KY",37.365106,-85.326698
KY,Todd,"Todd, KY",36.840338,-87.183642
KY,Trigg,"Trigg, KY",36.807681,-87.858652
KY,Trimble,"Trimble, KY",38.618193,-85.355171
KY,Union,"Union, KY",37.658029,-87.95165
KY,Warren,"Warren, KY",36.995634,-86.423579
KY,Washington,"Washington, KY",37.754209,-85.175416
KY,Wayne,"Wayne, KY",36.802011,-84.83044
KY,Webster,"Webster, KY",37.520021,-87.685095
KY,Whitley,"Whitley, KY",36.758021,-84.14455
KY,Wolfe,"Wolfe, KY",37.743774,-83.495068
KY,Woodford,"Woodford, KY",38.042789,-84.748147
LA,Acadia,"Acadia, LA",30.291497,-92.411037
LA,Allen,"Allen, LA",30.652744,-92.819605
LA,Ascension,"Ascension, LA",30.202946,-90.910023
LA,Assumption,"Assumption, LA",29.899884,-91.050528
LA,Avoyelles,"Avoyelles, LA",31.085094,-91.993798
LA,Beauregard,"Beauregard, LA",30.645018,-93.340253
LA,Bienville,"Bienville, LA",32.344268,-93.061513
LA,Bossier,"Bossier, LA",32.696202,-93.617977
LA,Caddo,"Caddo, LA",32.577195,-93.882423
LA,Calcasieu,"Calcasieu, LA",30.229559,-93.358015
LA,Caldwell,"Caldwell, LA",32.101244,-92.11418
LA,Cameron,"Cameron, LA",29.871989,-93.165437
LA,Catahoula,"Catahoula, LA",31.666517,-91.846703
LA,Claiborne,"Claiborne, LA",32.827585,-92.991125
LA,Concordia,"Concordia, LA",31.469806,-91.626314
LA,De Soto,"De Soto, LA",32.059248,-93.740797
LA,East Baton Rouge,"East Baton Rouge, LA",30.544002,-91.093174
LA,East Carroll,"East Carroll, LA",32.73017,-91.234141
LA,East Feliciana,"East Feliciana, LA",30.839784,-91.043434
LA,Evangeline,"Evangeline, LA",30.720693,-92.404086
LA,Franklin,"Franklin, LA",32.138279,-91.672101
LA,Grant,"Grant, LA",31.597787,-92.561716
LA,Iberia,"Iberia, LA",29.606013,-91.842706
LA,Iberville,"Iberville, LA",30.288394,-91.36315
LA,Jackson,"Jackson, LA",32.30448,-92.556672
LA,Jefferson,"Jefferson, LA",29.5033,-90.036231
LA,Jefferson Davis,"Jefferson Davis, LA",30.269529,-92.816221
LA,Lafayette,"Lafayette, LA",30.206507,-92.06417
LA,Lafourche,"Lafourche, LA",29.491993,-90.394849
LA,La Salle,"La Salle, LA",31.680836,-92.161809
LA,Lincoln,"Lincoln, LA",32.601148,-92.662082
LA,Livingston,"Livingston, LA",30.440419,-90.727474
LA,Madison,"Madison, LA",32.365824,-91.240729
LA,Morehouse,"Morehouse, LA",32.820008,-91.800399
LA,Natchitoches,"Natchitoches, LA",31.734982,-93.086106
LA,Orleans,"Orleans, LA",30.068636,-89.939007
LA,Ouachita,"Ouachita, LA",32.477495,-92.154798
LA,Plaquemines,"Plaquemines, LA",29.402337,-89.298489
LA,Pointe Coupee,"Pointe Coupee, LA",30.708319,-91.604621
LA,Rapides,"Rapides, LA",31.193204,-92.535953
LA,Red River,"Red River, LA",32.101213,-93.34905
LA,Richland,"Richland, LA",32.418121,-91.758375
LA,Sabine,"Sabine, LA",31.560209,-93.559228
LA,St. Bernard,"St. Bernard, LA",29.91811,-89.263494
LA,St. Charles,"St. Charles, LA",29.913833,-90.359314
LA,St. Helena,"St. Helena, LA",30.821423,-90.70935
LA,St. James,"St. James, LA",30.02482,-90.793956
LA,St. John the Baptist,"St. John the Baptist, LA",30.117471,-90.504677
LA,St. Landry,"St. Landry, LA",30.583441,-91.989275
LA,St. Martin,"St. Martin, LA",30.121433,-91.611481
LA,St. Mary,"St. Mary, LA",29.629349,-91.463804
LA,St. Tammany,"St. Tammany, LA",30.410022,-89.951962
LA,Tangipahoa,"Tangipahoa, LA",30.621581,-90.406633
LA,Tensas,"Tensas, LA",32.001489,-91.342576
LA,Terrebonne,"Terrebonne, LA",29.333266,-90.844191
LA,Union,"Union, LA",32.829349,-92.37565
LA,Vermilion,"Vermilion, LA",29.786872,-92.29009
LA,Vernon,"Vernon, LA",31.110563,-93.18152
LA,Washington,"Washington, LA",30.852144,-90.046253
LA,Webster,"Webster, LA",32.732152,-93.339825
LA,West Baton Rouge,"West Baton Rouge, LA",30.464052,-91.309808
LA,West Carroll,"West Carroll, LA",32.79248,-91.451998
LA,West Feliciana,"West Feliciana, LA",30.872701,-91.421008
LA,Winn,"Winn, LA",31.941187,-92.641269
ME,Androscoggin,"Androscoggin, ME",44.167681,-70.207435
ME,Aroostook,"Aroostook, ME",46.727057,-68.64941
ME,Cumberland,"Cumberland, ME",43.808348,-70.330375
ME,Franklin,"Franklin, ME",44.973012,-70.444727
ME,Hancock,"Hancock, ME",44.564906,-68.370703
ME,Kennebec,"Kennebec, ME",44.417012,-69.765764
ME,Knox,"Knox, ME",44.042045,-69.038515
ME,Lincoln,"Lincoln, ME",43.994265,-69.514029
ME,Oxford,"Oxford, ME",44.494585,-70.734688
ME,Penobscot,"Penobscot, ME",45.390602,-68.657487
ME,Piscataquis,"Piscataquis, ME",45.917678,-69.104548
ME,Sagadahoc,"Sagadahoc, ME",43.916694,-69.843994
ME,Somerset,"Somerset, ME",45.507482,-69.97604
ME,Waldo,"Waldo, ME",44.505361,-69.139678
ME,Washington,"Washington, ME",44.967009,-67.609354
ME,York,"York, ME",43.427239,-70.670402
MD,Allegany,"Allegany, MD",39.612309,-78.703108
MD,Anne Arundel,"Anne Arundel, MD",38.993374,-76.560511
MD,Baltimore,"Baltimore, MD",39.443167,-76.616569
MD,Calvert,"Calvert, MD",38.521358,-76.525864
MD,Caroline,"Caroline, MD",38.871531,-75.831631
MD,Carroll,"Carroll, MD",39.563189,-77.015512
MD,Cecil,"Cecil, MD",39.562352,-75.941584
MD,Charles,"Charles, MD",38.472853,-77.015427
MD,Dorchester,"Dorchester, MD",38.429196,-76.047433
MD,Frederick,"Frederick, MD",39.470427,-77.397627
MD,Garrett,"Garrett, MD",39.529871,-79.269416
MD,Harford,"Harford, MD",39.537429,-76.299789
MD,Howard,"Howard, MD",39.252264,-76.924406
MD,Kent,"Kent, MD",39.239177,-76.1242
MD,Montgomery,"Montgomery, MD",39.137382,-77.203063
MD,Prince George's,"Prince George's, MD",38.82588,-76.847272
MD,Queen Anne's,"Queen Anne's, MD",39.040693,-76.082405
MD,St. Mary's,"St. Mary's, MD",38.222666,-76.534271
MD,Somerset,"Somerset, MD",38.07445,-75.853323
MD,Talbot,"Talbot, MD",38.749427,-76.17913
MD,Washington,"Washington, MD",39.603621,-77.814671
MD,Wicomico,"Wicomico, MD",38.367389,-75.632206
MD,Worcester,"Worcester, MD",38.222133,-75.309932
MD,Baltimore [9],"Baltimore [9], MD",39.300214,-76.610516
MA,Barnstable,"Barnstable, MA",41.798819,-70.211083
MA,Berkshire,"Berkshire, MA",42.375314,-73.213948
MA,Bristol,"Bristol, MA",41.748576,-71.087062
MA,Dukes,"Dukes, MA",41.380939,-70.701536
MA,Essex,"Essex, MA",42.642711,-70.865107
MA,Franklin,"Franklin, MA",42.583791,-72.591655
MA,Hampden,"Hampden, MA",42.136198,-72.635648
MA,Hampshire,"Hampshire, MA",42.339459,-72.663694
MA,Middlesex,"Middlesex, MA",42.479477,-71.396507
MA,Nantucket,"Nantucket, MA",41.305878,-70.14191
MA,Norfolk,"Norfolk, MA",42.169703,-71.179875
MA,Plymouth,"Plymouth, MA",41.987196,-70.741942
MA,Suffolk,"Suffolk, MA",42.33196,-71.020173
MA,Worcester,"Worcester, MA",42.311693,-71.940282
MI,Alcona,"Alcona, MI",44.682535,-82.83408
MI,Alger,"Alger, MI",47.080077,-86.564108
MI,Allegan,"Allegan, MI",42.595788,-86.634745
MI,Alpena,"Alpena, MI",44.894954,-83.426574
MI,Antrim,"Antrim, MI",45.005457,-85.175625
MI,Arenac,"Arenac, MI",44.03687,-83.740675
MI,Baraga,"Baraga, MI",46.696068,-88.356022
MI,Barry,"Barry, MI",42.582811,-85.31455
MI,Bay,"Bay, MI",43.699711,-83.978701
MI,Benzie,"Benzie, MI",44.648621,-86.494317
MI,Berrien,"Berrien, MI",41.792639,-86.741822
MI,Branch,"Branch, MI",41.918585,-85.066523
MI,Calhoun,"Calhoun, MI",42.24299,-85.012385
MI,Cass,"Cass, MI",41.91624,-85.999457
MI,Charlevoix,"Charlevoix, MI",45.513164,-85.450392
MI,Cheboygan,"Cheboygan, MI",45.47612,-84.495271
MI,Chippewa,"Chippewa, MI",46.321819,-84.52063
MI,Clare,"Clare, MI",43.991137,-84.838325
MI,Clinton,"Clinton, MI",42.950455,-84.591695
MI,Crawford,"Crawford, MI",44.680208,-84.611132
MI,Delta,"Delta, MI",45.805101,-86.901373
MI,Dickinson,"Dickinson, MI",46.012823,-87.866119
MI,Eaton,"Eaton, MI",42.589614,-84.846524
MI,Emmet,"Emmet, MI",45.590094,-84.986822
MI,Genesee,"Genesee, MI",43.021077,-83.706372
MI,Gladwin,"Gladwin, MI",43.98975,-84.389816
MI,Gogebic,"Gogebic, MI",46.488054,-89.788314
MI,Grand Traverse,"Grand Traverse, MI",44.718688,-85.553848
MI,Gratiot,"Gratiot, MI",43.292326,-84.60469
MI,Hillsdale,"Hillsdale, MI",41.864475,-84.642409
MI,Houghton,"Houghton, MI",46.998305,-88.652066
MI,Huron,"Huron, MI",43.907616,-82.857045
MI,Ingham,"Ingham, MI",42.603534,-84.373811
MI,Ionia,"Ionia, MI",42.94465,-85.073766
MI,Iosco,"Iosco, MI",44.329482,-82.849447
MI,Iron,"Iron, MI",46.170249,-88.540409
MI,Isabella,"Isabella, MI",43.645233,-84.839425
MI,Jackson,"Jackson, MI",42.248474,-84.420868
MI,Kalamazoo,"Kalamazoo, MI",42.246266,-85.532854
MI,Kalkaska,"Kalkaska, MI",44.678881,-85.088992
MI,Kent,"Kent, MI",43.032497,-85.547446
MI,Keweenaw,"Keweenaw, MI",47.681981,-88.148802
MI,Lake,"Lake, MI",43.995187,-85.8114
MI,Lapeer,"Lapeer, MI",43.088633,-83.224325
MI,Leelanau,"Leelanau, MI",45.146182,-86.051574
MI,Lenawee,"Lenawee, MI",41.895915,-84.066853
MI,Livingston,"Livingston, MI",42.602532,-83.911718
MI,Luce,"Luce, MI",46.940602,-85.582368
MI,Mackinac,"Mackinac, MI",46.167981,-85.303756
MI,Macomb,"Macomb, MI",42.671467,-82.910869
MI,Manistee,"Manistee, MI",44.350385,-86.602967
MI,Marquette,"Marquette, MI",46.656597,-87.584028
MI,Mason,"Mason, MI",43.996636,-86.750814
MI,Mecosta,"Mecosta, MI",43.635295,-85.332751
MI,Menominee,"Menominee, MI",45.544174,-87.509892
MI,Midland,"Midland, MI",43.648378,-84.37922
MI,Missaukee,"Missaukee, MI",44.325424,-85.085471
MI,Monroe,"Monroe, MI",41.916097,-83.487106
MI,Montcalm,"Montcalm, MI",43.312782,-85.149468
MI,Montmorency,"Montmorency, MI",45.024134,-84.130107
MI,Muskegon,"Muskegon, MI",43.289258,-86.751892
MI,Newaygo,"Newaygo, MI",43.562709,-85.791423
MI,Oakland,"Oakland, MI",42.660452,-83.38421
MI,Oceana,"Oceana, MI",43.647255,-86.807575
MI,Ogemaw,"Ogemaw, MI",44.33328,-84.128073
MI,Ontonagon,"Ontonagon, MI",47.216604,-89.500461
MI,Osceola,"Osceola, MI",43.997552,-85.322283
MI,Oscoda,"Oscoda, MI",44.685121,-84.124894
MI,Otsego,"Otsego, MI",45.021794,-84.576597
MI,Ottawa,"Ottawa, MI",42.942346,-86.655342
MI,Presque Isle,"Presque Isle, MI",45.489515,-83.384019
MI,Roscommon,"Roscommon, MI",44.339517,-84.611272
MI,Saginaw,"Saginaw, MI",43.328267,-84.05541
MI,St. Clair,"St. Clair, MI",42.928804,-82.668914
MI,St. Joseph,"St. Joseph, MI",41.911488,-85.52287
MI,Sanilac,"Sanilac, MI",43.449155,-82.642815
MI,Schoolcraft,"Schoolcraft, MI",46.020758,-86.199352
MI,Shiawassee,"Shiawassee, MI",42.951545,-84.146352
MI,Tuscola,"Tuscola, MI",43.487902,-83.436618
MI,Van Buren,"Van Buren, MI",42.283986,-86.305697
MI,Washtenaw,"Washtenaw, MI",42.252327,-83.844634
MI,Wayne,"Wayne, MI",42.284664,-83.261953
MI,Wexford,"Wexford, MI",44.331375,-85.570046
MN,Aitkin,"Aitkin, MN",46.602446,-93.41976
MN,Anoka,"Anoka, MN",45.27411,-93.242723
MN,Becker,"Becker, MN",46.937629,-95.741757
MN,Beltrami,"Beltrami, MN",47.878825,-94.986698
MN,Benton,"Benton, MN",45.701227,-94.00144
MN,Big Stone,"Big Stone, MN",45.419925,-96.402226
MN,Blue Earth,"Blue Earth, MN",44.038225,-94.064071
MN,Brown,"Brown, MN",44.246542,-94.733647
MN,Carlton,"Carlton, MN",46.603818,-92.671044
MN,Carver,"Carver, MN",44.821381,-93.800575
MN,Cass,"Cass, MN",46.951427,-94.333773
MN,Chippewa,"Chippewa, MN",45.028625,-95.564108
MN,Chisago,"Chisago, MN",45.505444,-92.903849
MN,Clay,"Clay, MN",46.898377,-96.494901
MN,Clearwater,"Clearwater, MN",47.575873,-95.371117
MN,Cook,"Cook, MN",47.538571,-90.29019
MN,Cottonwood,"Cottonwood, MN",44.010711,-95.18313
MN,Crow Wing,"Crow Wing, MN",46.491114,-94.071213
MN,Dakota,"Dakota, MN",44.670893,-93.062481
MN,Dodge,"Dodge, MN",44.020706,-92.869353
MN,Douglas,"Douglas, MN",45.936429,-95.46061
MN,Faribault,"Faribault, MN",43.676522,-93.947234
MN,Fillmore,"Fillmore, MN",43.67727,-92.093681
MN,Freeborn,"Freeborn, MN",43.674202,-93.350289
MN,Goodhue,"Goodhue, MN",44.406178,-92.716
MN,Grant,"Grant, MN",45.930743,-96.010699
MN,Hennepin,"Hennepin, MN",45.006064,-93.475185
MN,Houston,"Houston, MN",43.66699,-91.501556
MN,Hubbard,"Hubbard, MN",47.095551,-94.91329
MN,Isanti,"Isanti, MN",45.562431,-93.296339
MN,Itasca,"Itasca, MN",47.490843,-93.613128
MN,Jackson,"Jackson, MN",43.673025,-95.149704
MN,Kanabec,"Kanabec, MN",45.94776,-93.297788
MN,Kandiyohi,"Kandiyohi, MN",45.152714,-95.004981
MN,Kittson,"Kittson, MN",48.77604,-96.780349
MN,Koochiching,"Koochiching, MN",48.24549,-93.782842
MN,Lac qui Parle,"Lac qui Parle, MN",44.999855,-96.176836
MN,Lake,"Lake, MN",47.517111,-91.411704
MN,Lake of the Woods,"Lake of the Woods, MN",48.7681,-94.904634
MN,Le Sueur,"Le Sueur, MN",44.373397,-93.73018
MN,Lincoln,"Lincoln, MN",44.408238,-96.272032
MN,Lyon,"Lyon, MN",44.409195,-95.847268
MN,McLeod,"McLeod, MN",44.821644,-94.27232
MN,Mahnomen,"Mahnomen, MN",47.325842,-95.810703
MN,Marshall,"Marshall, MN",48.362728,-96.357761
MN,Martin,"Martin, MN",43.677118,-94.537198
MN,Meeker,"Meeker, MN",45.123156,-94.527346
MN,Mille Lacs,"Mille Lacs, MN",45.929043,-93.632996
MN,Morrison,"Morrison, MN",46.020484,-94.266619
MN,Mower,"Mower, MN",43.666249,-92.759514
MN,Murray,"Murray, MN",44.015594,-95.761581
MN,Nicollet,"Nicollet, MN",44.35882,-94.245685
MN,Nobles,"Nobles, MN",43.677686,-95.763132
MN,Norman,"Norman, MN",47.32947,-96.463807
MN,Olmsted,"Olmsted, MN",44.00343,-92.406722
MN,Otter Tail,"Otter Tail, MN",46.405725,-95.714578
MN,Pennington,"Pennington, MN",48.069247,-96.037725
MN,Pine,"Pine, MN",46.10094,-92.763094
MN,Pipestone,"Pipestone, MN",44.015361,-96.257015
MN,Polk,"Polk, MN",47.774254,-96.400027
MN,Pope,"Pope, MN",45.589623,-95.446705
MN,Ramsey,"Ramsey, MN",45.01525,-93.100141
MN,Red Lake,"Red Lake, MN",47.865487,-96.08718
MN,Redwood,"Redwood, MN",44.403536,-95.254242
MN,Renville,"Renville, MN",44.723697,-94.955617
MN,Rice,"Rice, MN",44.350943,-93.298503
MN,Rock,"Rock, MN",43.669587,-96.263238
MN,Roseau,"Roseau, MN",48.761066,-95.82153
MN,St. Louis,"St. Louis, MN",47.583852,-92.463645
MN,Scott,"Scott, MN",44.651932,-93.534553
MN,Sherburne,"Sherburne, MN",45.443171,-93.775092
MN,Sibley,"Sibley, MN",44.575734,-94.230123
MN,Stearns,"Stearns, MN",45.555235,-94.610482
MN,Steele,"Steele, MN",44.015261,-93.220453
MN,Stevens,"Stevens, MN",45.593461,-95.992315
MN,Swift,"Swift, MN",45.27545,-95.690398
MN,Todd,"Todd, MN",46.066569,-94.900576
MN,Traverse,"Traverse, MN",45.76984,-96.475049
MN,Wabasha,"Wabasha, MN",44.289693,-92.233341
MN,Wadena,"Wadena, MN",46.586784,-94.988331
MN,Waseca,"Waseca, MN",44.01846,-93.589844
MN,Washington,"Washington, MN",45.037929,-92.890117
MN,Watonwan,"Watonwan, MN",43.978366,-94.614128
MN,Wilkin,"Wilkin, MN",46.362335,-96.476657
MN,Winona,"Winona, MN",43.982268,-91.776708
MN,Wright,"Wright, MN",45.175091,-93.966397
MN,Yellow Medicine,"Yellow Medicine, MN",44.715736,-95.862756
MS,Adams,"Adams, MS",31.486218,-91.351781
MS,Alcorn,"Alcorn, MS",34.886648,-88.581014
MS,Amite,"Amite, MS",31.203933,-90.795542
MS,Attala,"Attala, MS",33.09047,-89.588622
MS,Benton,"Benton, MS",34.810773,-89.200029
MS,Bolivar,"Bolivar, MS",33.799278,-90.884476
MS,Calhoun,"Calhoun, MS",33.936634,-89.337114
MS,Carroll,"Carroll, MS",33.440795,-89.918887
MS,Chickasaw,"Chickasaw, MS",33.921654,-88.945808
MS,Choctaw,"Choctaw, MS",33.345964,-89.251332
MS,Claiborne,"Claiborne, MS",31.97281,-90.915424
MS,Clarke,"Clarke, MS",32.048448,-88.685964
MS,Clay,"Clay, MS",33.661734,-88.783326
MS,Coahoma,"Coahoma, MS",34.22867,-90.603165
MS,Copiah,"Copiah, MS",31.866915,-90.448758
MS,Covington,"Covington, MS",31.633331,-89.548897
MS,DeSoto,"DeSoto, MS",34.874266,-89.99324
MS,Forrest,"Forrest, MS",31.18858,-89.259447
MS,Franklin,"Franklin, MS",31.477798,-90.895884
MS,George,"George, MS",30.855431,-88.642268
MS,Greene,"Greene, MS",31.212846,-88.634811
MS,Grenada,"Grenada, MS",33.770031,-89.80274
MS,Hancock,"Hancock, MS",30.391437,-89.47985
MS,Harrison,"Harrison, MS",30.416536,-89.083376
MS,Hinds,"Hinds, MS",32.267924,-90.4659
MS,Holmes,"Holmes, MS",33.125942,-90.091197
MS,Humphreys,"Humphreys, MS",33.132978,-90.523911
MS,Issaquena,"Issaquena, MS",32.754977,-90.988552
MS,Itawamba,"Itawamba, MS",34.281075,-88.363127
MS,Jackson,"Jackson, MS",30.458491,-88.619991
MS,Jasper,"Jasper, MS",32.016989,-89.11943
MS,Jefferson,"Jefferson, MS",31.733633,-91.043878
MS,Jefferson Davis,"Jefferson Davis, MS",31.564734,-89.826626
MS,Jones,"Jones, MS",31.621044,-89.167262
MS,Kemper,"Kemper, MS",32.750136,-88.625631
MS,Lafayette,"Lafayette, MS",34.349298,-89.485903
MS,Lamar,"Lamar, MS",31.197135,-89.514952
MS,Lauderdale,"Lauderdale, MS",32.403998,-88.660449
MS,Lawrence,"Lawrence, MS",31.550009,-90.10753
MS,Leake,"Leake, MS",32.753268,-89.522568
MS,Lee,"Lee, MS",34.288965,-88.680887
MS,Leflore,"Leflore, MS",33.54979,-90.294934
MS,Lincoln,"Lincoln, MS",31.535216,-90.453566
MS,Lowndes,"Lowndes, MS",33.471424,-88.439723
MS,Madison,"Madison, MS",32.63437,-90.03416
MS,Marion,"Marion, MS",31.230126,-89.821736
MS,Marshall,"Marshall, MS",34.76619,-89.504231
MS,Monroe,"Monroe, MS",33.89003,-88.485038
MS,Montgomery,"Montgomery, MS",33.500714,-89.639625
MS,Neshoba,"Neshoba, MS",32.752518,-89.119274
MS,Newton,"Newton, MS",32.40197,-89.118412
MS,Noxubee,"Noxubee, MS",33.10627,-88.565787
MS,Oktibbeha,"Oktibbeha, MS",33.422313,-88.876151
MS,Panola,"Panola, MS",34.365205,-89.963065
MS,Pearl River,"Pearl River, MS",30.773791,-89.586832
MS,Perry,"Perry, MS",31.169307,-88.988755
MS,Pike,"Pike, MS",31.177517,-90.397725
MS,Pontotoc,"Pontotoc, MS",34.227081,-89.037239
MS,Prentiss,"Prentiss, MS",34.620866,-88.52224
MS,Quitman,"Quitman, MS",34.25264,-90.290525
MS,Rankin,"Rankin, MS",32.262057,-89.946552
MS,Scott,"Scott, MS",32.427127,-89.533209
MS,Sharkey,"Sharkey, MS",32.89249,-90.827388
MS,Simpson,"Simpson, MS",31.902503,-89.917707
MS,Smith,"Smith, MS",32.019034,-89.494973
MS,Stone,"Stone, MS",30.790184,-89.112297
MS,Sunflower,"Sunflower, MS",33.605529,-90.59509
MS,Tallahatchie,"Tallahatchie, MS",33.955891,-90.172833
MS,Tate,"Tate, MS",34.649553,-89.943105
MS,Tippah,"Tippah, MS",34.763618,-88.918819
MS,Tishomingo,"Tishomingo, MS",34.737699,-88.236067
MS,Tunica,"Tunica, MS",34.652201,-90.37177
MS,Union,"Union, MS",34.489101,-89.0023
