state,county,name,lat,lon
GA,Marion,"Marion, GA",32.359538,-84.529561
GA,Meriwether,"Meriwether, GA",33.03022,-84.663279
GA,Miller,"Miller, GA",31.162908,-84.730386
GA,Mitchell,"Mitchell, GA",31.22894,-84.192407
GA,Monroe,"Monroe, GA",33.017435,-83.922938
GA,Montgomery,"Montgomery, GA",32.172108,-82.533349
GA,Morgan,"Morgan, GA",33.593732,-83.492324
GA,Murray,"Murray, GA",34.797097,-84.73799
GA,Muscogee,"Muscogee, GA",32.510197,-84.874946
GA,Newton,"Newton, GA",33.544046,-83.855189
GA,Oconee,"Oconee, GA",33.834125,-83.437728
GA,Oglethorpe,"Oglethorpe, GA",33.866806,-83.074081
GA,Paulding,"Paulding, GA",33.920903,-84.866979
GA,Peach,"Peach, GA",32.571324,-83.831978
GA,Pickens,"Pickens, GA",34.456621,-84.490256
GA,Pierce,"Pierce, GA",31.353988,-82.210427
GA,Pike,"Pike, GA",33.090769,-84.386627
GA,Polk,"Polk, GA",33.995961,-85.186826
GA,Pulaski,"Pulaski, GA",32.238794,-83.481855
GA,Putnam,"Putnam, GA",33.321061,-83.37179
GA,Quitman,"Quitman, GA",31.861487,-85.009317
GA,Rabun,"Rabun, GA",34.883026,-83.404735
GA,Randolph,"Randolph, GA",31.762651,-84.752311
GA,Richmond,"Richmond, GA",33.361487,-82.074998
GA,Rockdale,"Rockdale, GA",33.652081,-84.02637
GA,Schley,"Schley, GA",32.263441,-84.322724
GA,Screven,"Screven, GA",32.744751,-81.617585
GA,Seminole,"Seminole, GA",30.933894,-84.867592
GA,Spalding,"Spalding, GA",33.262389,-84.286067
GA,Stephens,"Stephens, GA",34.552914,-83.290216
GA,Stewart,"Stewart, GA",32.073225,-84.834912
GA,Sumter,"Sumter, GA",32.042203,-84.204283
GA,Talbot,"Talbot, GA",32.704603,-84.530029
GA,Taliaferro,"Taliaferro, GA",33.559314,-82.875208
GA,Tattnall,"Tattnall, GA",32.043768,-82.059208
GA,Taylor,"Taylor, GA",32.554667,-84.251426
GA,Telfair,"Telfair, GA",31.913639,-82.931062
GA,Terrell,"Terrell, GA",31.777191,-84.439446
GA,Thomas,"Thomas, GA",30.864616,-83.919783
GA,Tift,"Tift, GA",31.457003,-83.525931
GA,Toombs,"Toombs, GA",32.126698,-82.332071
GA,Towns,"Towns, GA",34.90265,-83.732158
GA,Treutlen,"Treutlen, GA",32.409586,-82.570882
GA,Troup,"Troup, GA",33.034482,-85.02836
GA,Turner,"Turner, GA",31.718232,-83.628567
GA,Twiggs,"Twiggs, GA",32.665847,-83.425879
GA,Union,"Union, GA",34.83377,-83.989573
GA,Upson,"Upson, GA",32.881837,-84.292281
GA,Walker,"Walker, GA",34.735827,-85.305385
GA,Walton,"Walton, GA",33.782649,-83.734215
GA,Ware,"Ware, GA",31.050881,-82.421507
GA,Warren,"Warren, GA",33.419169,-82.688012
GA,Washington,"Washington, GA",32.971848,-82.798112
GA,Wayne,"Wayne, GA",31.547845,-81.912376
GA,Webster,"Webster, GA",32.046554,-84.553218
GA,Wheeler,"Wheeler, GA",32.109276,-82.738701
GA,White,"White, GA",34.643677,-83.743713
GA,Whitfield,"Whitfield, GA",34.801726,-84.968541
GA,Wilcox,"Wilcox, GA",31.962717,-83.438262
GA,Wilkes,"Wilkes, GA",33.77904,-82.747922
GA,Wilkinson,"Wilkinson, GA",32.804321,-83.175587
GA,Worth,"Worth, GA",31.551773,-83.84996
HI,Hawaiʻi,"Hawaiʻi, HI",19.597764,-155.502443
HI,Honolulu,"Honolulu, HI",21.461364,-158.201976
HI,Kalawao [8],"Kalawao [8], HI",21.218764,-156.97401
HI,Kauaʻi,"Kauaʻi, HI",22.012038,-159.705965
HI,Maui,"Maui, HI",20.855931,-156.60155
ID,Ada,"Ada, ID",43.447861,-116.244456
ID,Adams,"Adams, ID",44.884583,-116.431873
ID,Bannock,"Bannock, ID",42.692939,-112.228986
ID,Bear Lake,"Bear Lake, ID",42.285833,-111.327445
ID,Benewah,"Benewah, ID",47.218451,-116.633541
ID,Bingham,"Bingham, ID",43.216357,-112.399206
ID,Blaine,"Blaine, ID",43.394482,-113.95529
ID,Boise,"Boise, ID",43.987275,-115.715111
ID,Bonner,"Bonner, ID",48.312512,-116.59694
ID,Bonneville,"Bonneville, ID",43.395171,-111.621878
ID,Boundary,"Boundary, ID",48.773065,-116.524619
ID,Butte,"Butte, ID",43.6851,-113.177627
ID,Camas,"Camas, ID",43.463396,-114.804427
ID,Canyon,"Canyon, ID",43.623051,-116.708527
ID,Caribou,"Caribou, ID",42.786273,-111.544172
ID,Cassia,"Cassia, ID",42.288635,-113.605498
ID,Clark,"Clark, ID",44.286251,-112.36112
ID,Clearwater,"Clearwater, ID",46.67257,-115.6535
ID,Custer,"Custer, ID",44.273341,-114.252251
ID,Elmore,"Elmore, ID",43.394826,-115.470751
ID,Franklin,"Franklin, ID",42.173589,-111.822955
ID,Fremont,"Fremont, ID",44.218091,-111.484429
ID,Gem,"Gem, ID",44.061473,-116.398784
ID,Gooding,"Gooding, ID",42.973185,-114.82142
ID,Idaho,"Idaho, ID",45.849237,-115.467376
ID,Jefferson,"Jefferson, ID",43.796965,-112.318588
ID,Jerome,"Jerome, ID",42.691172,-114.263009
ID,Kootenai,"Kootenai, ID",47.677113,-116.694918
ID,Latah,"Latah, ID",46.81892,-116.730974
ID,Lemhi,"Lemhi, ID",44.928789,-113.887841
ID,Lewis,"Lewis, ID",46.236328,-116.42376
ID,Lincoln,"Lincoln, ID",42.986181,-114.153899
ID,Madison,"Madison, ID",43.789709,-111.65655
ID,Minidoka,"Minidoka, ID",42.856937,-113.64001
ID,Nez Perce,"Nez Perce, ID",46.333766,-116.760903
ID,Oneida,"Oneida, ID",42.18389,-112.520465
ID,Owyhee,"Owyhee, ID",42.593063,-116.142655
ID,Payette,"Payette, ID",44.00274,-116.748655
ID,Power,"Power, ID",42.694126,-112.844407
ID,Shoshone,"Shoshone, ID",47.347694,-115.885092
ID,Teton,"Teton, ID",43.760994,-111.211765
ID,Twin Falls,"Twin Falls, ID",42.352309,-114.665639
ID,Valley,"Valley, ID",44.771532,-115.637875
ID,Washington,"Washington, ID",44.448213,-116.79783
IL,Adams,"Adams, IL",39.986053,-91.194961
IL,Alexander,"Alexander, IL",37.183683,-89.349506
IL,Bond,"Bond, IL",38.885924,-89.436592
IL,Boone,"Boone, IL",42.318983,-88.824295
IL,Brown,"Brown, IL",39.962069,-90.75031
IL,Bureau,"Bureau, IL",41.401304,-89.528377
IL,Calhoun,"Calhoun, IL",39.164262,-90.666295
IL,Carroll,"Carroll, IL",42.059084,-89.926485
IL,Cass,"Cass, IL",39.969202,-90.245705
IL,Champaign,"Champaign, IL",40.13915,-88.197201
IL,Christian,"Christian, IL",39.545524,-89.279593
IL,Clark,"Clark, IL",39.332364,-87.791687
IL,Clay,"Clay, IL",38.747312,-88.483789
IL,Clinton,"Clinton, IL",38.606423,-89.423136
IL,Coles,"Coles, IL",39.51368,-88.220782
IL,Cook,"Cook, IL",41.894294,-87.645455
IL,Crawford,"Crawford, IL",39.00373,-87.757172
IL,Cumberland,"Cumberland, IL",39.273121,-88.240619
IL,DeKalb,"DeKalb, IL",41.894613,-88.768991
IL,De Witt,"De Witt, IL",40.181499,-88.901853
IL,Douglas,"Douglas, IL",39.766078,-88.222866
IL,DuPage,"DuPage, IL",41.852058,-88.086038
IL,Edgar,"Edgar, IL",39.679037,-87.74711
IL,Edwards,"Edwards, IL",38.417095,-88.047941
IL,Effingham,"Effingham, IL",39.047694,-88.592786
IL,Fayette,"Fayette, IL",39.001125,-89.017923
IL,Ford,"Ford, IL",40.594423,-88.224746
IL,Franklin,"Franklin, IL",37.991848,-88.926246
IL,Fulton,"Fulton, IL",40.465688,-90.206793
IL,Gallatin,"Gallatin, IL",37.768677,-88.227964
IL,Greene,"Greene, IL",39.355444,-90.387757
IL,Grundy,"Grundy, IL",41.29241,-88.401055
IL,Hamilton,"Hamilton, IL",38.085226,-88.539005
IL,Hancock,"Hancock, IL",40.405792,-91.167988
IL,Hardin,"Hardin, IL",37.517852,-88.266148
IL,Henderson,"Henderson, IL",40.815141,-90.93848
IL,Henry,"Henry, IL",41.350021,-90.130838
IL,Iroquois,"Iroquois, IL",40.748867,-87.833601
IL,Jackson,"Jackson, IL",37.786096,-89.381212
IL,Jasper,"Jasper, IL",39.004874,-88.150763
IL,Jefferson,"Jefferson, IL",38.30078,-88.92421
IL,Jersey,"Jersey, IL",39.080192,-90.361365
IL,Jo Daviess,"Jo Daviess, IL",42.362391,-90.211471
IL,Johnson,"Johnson, IL",37.460815,-88.882962
IL,Kane,"Kane, IL",41.939594,-88.42804
IL,Kankakee,"Kankakee, IL",41.139494,-87.861125
IL,Kendall,"Kendall, IL",41.58814,-88.430626
IL,Knox,"Knox, IL",40.930941,-90.213761
IL,Lake,"Lake, IL",42.326444,-87.436118
IL,La Salle,"La Salle, IL",41.343341,-88.885931
IL,Lawrence,"Lawrence, IL",38.718954,-87.730221
IL,Lee,"Lee, IL",41.747442,-89.299351
IL,Livingston,"Livingston, IL",40.894376,-88.552852
IL,Logan,"Logan, IL",40.12907,-89.365308
IL,McDonough,"McDonough, IL",40.455789,-90.677579
IL,McHenry,"McHenry, IL",42.324298,-88.452245
IL,McLean,"McLean, IL",40.494559,-88.844539
IL,Macon,"Macon, IL",39.860237,-88.961529
IL,Macoupin,"Macoupin, IL",39.2659,-89.926344
IL,Madison,"Madison, IL",38.827082,-89.900195
IL,Marion,"Marion, IL",38.648396,-88.920221
IL,Marshall,"Marshall, IL",41.031119,-89.342371
IL,Mason,"Mason, IL",40.236993,-89.913575
IL,Massac,"Massac, IL",37.216119,-88.705658
IL,Menard,"Menard, IL",40.022569,-89.794133
IL,Mercer,"Mercer, IL",41.204791,-90.741433
IL,Monroe,"Monroe, IL",38.277983,-90.179078
IL,Montgomery,"Montgomery, IL",39.228092,-89.478007
IL,Morgan,"Morgan, IL",39.716806,-90.202277
IL,Moultrie,"Moultrie, IL",39.636896,-88.625726
IL,Ogle,"Ogle, IL",42.041884,-89.320176
IL,Peoria,"Peoria, IL",40.785999,-89.767358
IL,Perry,"Perry, IL",38.084385,-89.368487
IL,Piatt,"Piatt, IL",40.009056,-88.592328
IL,Pike,"Pike, IL",39.625106,-90.889034
IL,Pope,"Pope, IL",37.417169,-88.542374
IL,Pulaski,"Pulaski, IL",37.215615,-89.127755
IL,Putnam,"Putnam, IL",41.19894,-89.298386
IL,Randolph,"Randolph, IL",38.056515,-89.82121
IL,Richland,"Richland, IL",38.71155,-88.085698
IL,Rock Island,"Rock Island, IL",41.468404,-90.572203
IL,St. Clair,"St. Clair, IL",38.470198,-89.928546
IL,Saline,"Saline, IL",37.751653,-88.545031
IL,Sangamon,"Sangamon, IL",39.756378,-89.662311
IL,Schuyler,"Schuyler, IL",40.156905,-90.613464
IL,Scott,"Scott, IL",39.63698,-90.477759
IL,Shelby,"Shelby, IL",39.384926,-88.798862
IL,Stark,"Stark, IL",41.096908,-89.797411
IL,Stephenson,"Stephenson, IL",42.349726,-89.665994
IL,Tazewell,"Tazewell, IL",40.508074,-89.51626
IL,Union,"Union, IL",37.475104,-89.252875
IL,Vermilion,"Vermilion, IL",40.18674,-87.726772
IL,Wabash,"Wabash, IL",38.445821,-87.839167
IL,Warren,"Warren, IL",40.850441,-90.620223
IL,Washington,"Washington, IL",38.353141,-89.417187
IL,Wayne,"Wayne, IL",38.431948,-88.432129
IL,White,"White, IL",38.087372,-88.178585
IL,Whiteside,"Whiteside, IL",41.750571,-89.910957
IL,Will,"Will, IL",41.448474,-87.978456
IL,Williamson,"Williamson, IL",37.730353,-88.930018
IL,Winnebago,"Winnebago, IL",42.337396,-89.161205
IL,Woodford,"Woodford, IL",40.789596,-89.210301
IN,Adams,"Adams, IN",40.745733,-84.936131
IN,Allen,"Allen, IN",41.091855,-85.07223
IN,Bartholomew,"Bartholomew, IN",39.205843,-85.897999
IN,Benton,"Benton, IN",40.608253,-87.315479
IN,Blackford,"Blackford, IN",40.472672,-85.32373
IN,Boone,"Boone, IN",40.050892,-86.469014
IN,Brown,"Brown, IN",39.192585,-86.23941
IN,Carroll,"Carroll, IN",40.58498,-86.565141
IN,Cass,"Cass, IN",40.753799,-86.355169
IN,Clark,"Clark, IN",38.476217,-85.711122
IN,Clay,"Clay, IN",39.393951,-87.115837
IN,Clinton,"Clinton, IN",40.305944,-86.477567
IN,Crawford,"Crawford, IN",38.289433,-86.440871
IN,Daviess,"Daviess, IN",38.696155,-87.076988
IN,Dearborn,"Dearborn, IN",39.151491,-84.97346
IN,Decatur,"Decatur, IN",39.30598,-85.499831
IN,DeKalb,"DeKalb, IN",41.401189,-85.000185
IN,Delaware,"Delaware, IN",40.227165,-85.398856
IN,Dubois,"Dubois, IN",38.373344,-86.873385
IN,Elkhart,"Elkhart, IN",41.600693,-85.863986
IN,Fayette,"Fayette, IN",39.639655,-85.185032
IN,Floyd,"Floyd, IN",38.317937,-85.911474
IN,Fountain,"Fountain, IN",40.121282,-87.234806
IN,Franklin,"Franklin, IN",39.409762,-85.066964
IN,Fulton,"Fulton, IN",41.050384,-86.265006
IN,Gibson,"Gibson, IN",38.317413,-87.580566
IN,Grant,"Grant, IN",40.515758,-85.654946
IN,Greene,"Greene, IN",39.0486,-87.005245
IN,Hamilton,"Hamilton, IN",40.04987,-86.020586
IN,Hancock,"Hancock, IN",39.822604,-85.772904
IN,Harrison,"Harrison, IN",38.18644,-86.103681
IN,Hendricks,"Hendricks, IN",39.768749,-86.510287
IN,Henry,"Henry, IN",39.929576,-85.397338
IN,Howard,"Howard, IN",40.483537,-86.114118
IN,Huntington,"Huntington, IN",40.826394,-85.478598
IN,Jackson,"Jackson, IN",38.911957,-86.042516
IN,Jasper,"Jasper, IN",41.017688,-87.118814
IN,Jay,"Jay, IN",40.434972,-85.00338
IN,Jefferson,"Jefferson, IN",38.783604,-85.44009
IN,Jennings,"Jennings, IN",38.996234,-85.628111
IN,Johnson,"Johnson, IN",39.495986,-86.0946
IN,Knox,"Knox, IN",38.688663,-87.420182
IN,Kosciusko,"Kosciusko, IN",41.244293,-85.861575
IN,LaGrange,"LaGrange, IN",41.642468,-85.426302
IN,Lake,"Lake, IN",41.472239,-87.374337
IN,LaPorte,"LaPorte, IN",41.549011,-86.744729
IN,Lawrence,"Lawrence, IN",38.839815,-86.48782
IN,Madison,"Madison, IN",40.166203,-85.722454
IN,Marion,"Marion, IN",39.782976,-86.135794
IN,Marshall,"Marshall, IN",41.325003,-86.269036
IN,Martin,"Martin, IN",38.705322,-86.801847
IN,Miami,"Miami, IN",40.772881,-86.044259
IN,Monroe,"Monroe, IN",39.160751,-86.523325
IN,Montgomery,"Montgomery, IN",40.040296,-86.892715
IN,Morgan,"Morgan, IN",39.482646,-86.447457
IN,Newton,"Newton, IN",40.962399,-87.402172
IN,Noble,"Noble, IN",41.400794,-85.41785
IN,Ohio,"Ohio, IN",38.940527,-84.964299
IN,Orange,"Orange, IN",38.547381,-86.489257
IN,Owen,"Owen, IN",39.317339,-86.838845
IN,Parke,"Parke, IN",39.77425,-87.19695
IN,Perry,"Perry, IN",38.081436,-86.62654
IN,Pike,"Pike, IN",38.397898,-87.232532
IN,Porter,"Porter, IN",41.509922,-87.071308
IN,Posey,"Posey, IN",38.027614,-87.868653
IN,Pulaski,"Pulaski, IN",41.045272,-86.692538
IN,Putnam,"Putnam, IN",39.665545,-86.853325
IN,Randolph,"Randolph, IN",40.164414,-85.005004
IN,Ripley,"Ripley, IN",39.10023,-85.260541
IN,Rush,"Rush, IN",39.622312,-85.466527
IN,St. Joseph,"St. Joseph, IN",41.617699,-86.288159
IN,Scott,"Scott, IN",38.679431,-85.751898
IN,Shelby,"Shelby, IN",39.524135,-85.792174
IN,Spencer,"Spencer, IN",38.009789,-87.010645
IN,Starke,"Starke, IN",41.28322,-86.64757
IN,Steuben,"Steuben, IN",41.643437,-85.002467
IN,Sullivan,"Sullivan, IN",39.089225,-87.415843
IN,Switzerland,"Switzerland, IN",38.825846,-85.029679
IN,Tippecanoe,"Tippecanoe, IN",40.38926,-86.893943
IN,Tipton,"Tipton, IN",40.310229,-86.056207
IN,Union,"Union, IN",39.623111,-84.925152
IN,Vanderburgh,"Vanderburgh, IN",38.02007,-87.586166
IN,Vermillion,"Vermillion, IN",39.854045,-87.462071
IN,Vigo,"Vigo, IN",39.429143,-87.390375
IN,Wabash,"Wabash, IN",40.843717,-85.795175
IN,Warren,"Warren, IN",40.352658,-87.375847
IN,Warrick,"Warrick, IN",38.097764,-87.272023
IN,Washington,"Washington, IN",38.600613,-86.104751
IN,Wayne,"Wayne, IN",39.863091,-85.006735
IN,Wells,"Wells, IN",40.735273,-85.212974
IN,White,"White, IN",40.75095,-86.864293
IN,Whitley,"Whitley, IN",41.136426,-85.501892
IA,Adair,"Adair, IA",41.328528,-94.478164
IA,Adams,"Adams, IA",41.021656,-94.696906
IA,Allamakee,"Allamakee, IA",43.274964,-91.382751
IA,Appanoose,"Appanoose, IA",40.744683,-92.870345
IA,Audubon,"Audubon, IA",41.679178,-94.904312
IA,Benton,"Benton, IA",42.092547,-92.05763
IA,Black Hawk,"Black Hawk, IA",42.472888,-92.306059
IA,Boone,"Boone, IA",42.038601,-93.939138
IA,Bremer,"Bremer, IA",42.78089,-92.327586
IA,Buchanan,"Buchanan, IA",42.470328,-91.838666
IA,Buena Vista,"Buena Vista, IA",42.741522,-95.141433
IA,Butler,"Butler, IA",42.734708,-92.780066
IA,Calhoun,"Calhoun, IA",42.38617,-94.643683
IA,Carroll,"Carroll, IA",42.039492,-94.867647
IA,Cass,"Cass, IA",41.333824,-94.933302
IA,Cedar,"Cedar, IA",41.772355,-91.13219
IA,Cerro Gordo,"Cerro Gordo, IA",43.075171,-93.251266
IA,Cherokee,"Cherokee, IA",42.742738,-95.633262
IA,Chickasaw,"Chickasaw, IA",43.059741,-92.31721
IA,Clarke,"Clarke, IA",41.029191,-93.784096
IA,Clay,"Clay, IA",43.079822,-95.149726
IA,Clayton,"Clayton, IA",42.840998,-91.323511
IA,Clinton,"Clinton, IA",41.898073,-90.534243
IA,Crawford,"Crawford, IA",42.043119,-95.38909
IA,Dallas,"Dallas, IA",41.685321,-94.040707
IA,Davis,"Davis, IA",40.748089,-92.410345
IA,Decatur,"Decatur, IA",40.736379,-93.78458
IA,Delaware,"Delaware, IA",42.473003,-91.359443
IA,Des Moines,"Des Moines, IA",40.915339,-91.186925
IA,Dickinson,"Dickinson, IA",43.389611,-95.196057
IA,Dubuque,"Dubuque, IA",42.463481,-90.878771
IA,Emmet,"Emmet, IA",43.377984,-94.66937
IA,Fayette,"Fayette, IA",42.86445,-91.839373
IA,Floyd,"Floyd, IA",43.052741,-92.787367
IA,Franklin,"Franklin, IA",42.736549,-93.271425
IA,Fremont,"Fremont, IA",40.743726,-95.599516
IA,Greene,"Greene, IA",42.042494,-94.388703
IA,Grundy,"Grundy, IA",42.403323,-92.790261
IA,Guthrie,"Guthrie, IA",41.683573,-94.501272
IA,Hamilton,"Hamilton, IA",42.390768,-93.709198
IA,Hancock,"Hancock, IA",43.075411,-93.743697
IA,Hardin,"Hardin, IA",42.389955,-93.241081
IA,Harrison,"Harrison, IA",41.688584,-95.827149
IA,Henry,"Henry, IA",40.985864,-91.54427
IA,Howard,"Howard, IA",43.365313,-92.321908
IA,Humboldt,"Humboldt, IA",42.782221,-94.202775
IA,Ida,"Ida, IA",42.39186,-95.507421
IA,Iowa,"Iowa, IA",41.683918,-92.059123
IA,Jackson,"Jackson, IA",42.164281,-90.574597
IA,Jasper,"Jasper, IA",41.685686,-93.052971
IA,Jefferson,"Jefferson, IA",41.00688,-91.967137
IA,Johnson,"Johnson, IA",41.668737,-91.588812
IA,Jones,"Jones, IA",42.125118,-91.116914
IA,Keokuk,"Keokuk, IA",41.331182,-92.167721
IA,Kossuth,"Kossuth, IA",43.212478,-94.213983
IA,Lee,"Lee, IA",40.647588,-91.477157
IA,Linn,"Linn, IA",42.077951,-91.597674
IA,Louisa,"Louisa, IA",41.218211,-91.256994
IA,Lucas,"Lucas, IA",41.033344,-93.331467
IA,Lyon,"Lyon, IA",43.38358,-96.207201
IA,Madison,"Madison, IA",41.330622,-94.015184
IA,Mahaska,"Mahaska, IA",41.330797,-92.636366
IA,Marion,"Marion, IA",41.331455,-93.093849
IA,Marshall,"Marshall, IA",42.041691,-92.981452
IA,Mills,"Mills, IA",41.033703,-95.619101
IA,Mitchell,"Mitchell, IA",43.348564,-92.784466
IA,Monona,"Monona, IA",42.049432,-95.956566
IA,Monroe,"Monroe, IA",41.028847,-92.869642
IA,Montgomery,"Montgomery, IA",41.021735,-95.15779
IA,Muscatine,"Muscatine, IA",41.483776,-91.118699
IA,O'Brien,"O'Brien, IA",43.083746,-95.625624
IA,Osceola,"Osceola, IA",43.378542,-95.633788
IA,Page,"Page, IA",40.73909,-95.14429
IA,Palo Alto,"Palo Alto, IA",43.075854,-94.667297
IA,Plymouth,"Plymouth, IA",42.737585,-96.215864
IA,Pocahontas,"Pocahontas, IA",42.734033,-94.678279
IA,Polk,"Polk, IA",41.684281,-93.56972
IA,Pottawattamie,"Pottawattamie, IA",41.340184,-95.544905
IA,Poweshiek,"Poweshiek, IA",41.684526,-92.522882
IA,Ringgold,"Ringgold, IA",40.735334,-94.244251
IA,Sac,"Sac, IA",42.387526,-95.105224
IA,Scott,"Scott, IA",41.641679,-90.62229
IA,Shelby,"Shelby, IA",41.679014,-95.308917
IA,Sioux,"Sioux, IA",43.082854,-96.177929
IA,Story,"Story, IA",42.037538,-93.466093
IA,Tama,"Tama, IA",42.074848,-92.529412
IA,Taylor,"Taylor, IA",40.737949,-94.697108
IA,Union,"Union, IA",41.02855,-94.245091
IA,Van Buren,"Van Buren, IA",40.754117,-91.952943
IA,Wapello,"Wapello, IA",41.031263,-92.409482
IA,Warren,"Warren, IA",41.336769,-93.564366
IA,Washington,"Washington, IA",41.329401,-91.725052
IA,Wayne,"Wayne, IA",40.739983,-93.332613
IA,Webster,"Webster, IA",42.434397,-94.179157
IA,Winnebago,"Winnebago, IA",43.378124,-93.743488
IA,Winneshiek,"Winneshiek, IA",43.292989,-91.850788
IA,Woodbury,"Woodbury, IA",42.39322,-96.053296
IA,Worth,"Worth, IA",43.373491,-93.248533
IA,Wright,"Wright, IA",42.733007,-93.734735
KS,Allen,"Allen, KS",37.884229,-95.300945
KS,Anderson,"Anderson, KS",38.215114,-95.292046
KS,Atchison,"Atchison, KS",39.532544,-95.313398
KS,Barber,"Barber, KS",37.222906,-98.685052
KS,Barton,"Barton, KS",38.481239,-98.767837
KS,Bourbon,"Bourbon, KS",37.8561,-94.850928
KS,Brown,"Brown, KS",39.825931,-95.569905
KS,Butler,"Butler, KS",37.773681,-96.838762
KS,Chase,"Chase, KS",38.298553,-96.594064
KS,Chautauqua,"Chautauqua, KS",37.154259,-96.245396
KS,Cherokee,"Cherokee, KS",37.169392,-94.845698
KS,Cheyenne,"Cheyenne, KS",39.789256,-101.727302
KS,Clark,"Clark, KS",37.233831,-99.813869
KS,Clay,"Clay, KS",39.344964,-97.168853
KS,Cloud,"Cloud, KS",39.487329,-97.64139
KS,Coffey,"Coffey, KS",38.23645,-95.729137
KS,Comanche,"Comanche, KS",37.189071,-99.254089
KS,Cowley,"Cowley, KS",37.234507,-96.837247
KS,Crawford,"Crawford, KS",37.505628,-94.853941
KS,Decatur,"Decatur, KS",39.783542,-100.459708
KS,Dickinson,"Dickinson, KS",38.867735,-97.157943
KS,Doniphan,"Doniphan, KS",39.788502,-95.147225
KS,Douglas,"Douglas, KS",38.896573,-95.290529
KS,Edwards,"Edwards, KS",37.883595,-99.304746
KS,Elk,"Elk, KS",37.456026,-96.244642
KS,Ellis,"Ellis, KS",38.914596,-99.317329
KS,Ellsworth,"Ellsworth, KS",38.700845,-98.205355
KS,Finney,"Finney, KS",38.049855,-100.739929
KS,Ford,"Ford, KS",37.688365,-99.884734
KS,Franklin,"Franklin, KS",38.558019,-95.278962
KS,Geary,"Geary, KS",39.002155,-96.768038
KS,Gove,"Gove, KS",38.917239,-100.48736
KS,Graham,"Graham, KS",39.349445,-99.880952
KS,Grant,"Grant, KS",37.547537,-101.299362
KS,Gray,"Gray, KS",37.744513,-100.451716
KS,Greeley,"Greeley, KS",38.480408,-101.805984
KS,Greenwood,"Greenwood, KS",37.878659,-96.242232
KS,Hamilton,"Hamilton, KS",37.995244,-101.793689
KS,Harper,"Harper, KS",37.188184,-98.06659
KS,Harvey,"Harvey, KS",38.050144,-97.436707
KS,Haskell,"Haskell, KS",37.55855,-100.876869
KS,Hodgeman,"Hodgeman, KS",38.087493,-99.898407
KS,Jackson,"Jackson, KS",39.410989,-95.794509
KS,Jefferson,"Jefferson, KS",39.239644,-95.375314
KS,Jewell,"Jewell, KS",39.77701,-98.222584
KS,Johnson,"Johnson, KS",38.883907,-94.82233
KS,Kearny,"Kearny, KS",37.994461,-101.308136
KS,Kingman,"Kingman, KS",37.552951,-98.144529
KS,Kiowa,"Kiowa, KS",37.561231,-99.286539
KS,Labette,"Labette, KS",37.191468,-95.297473
KS,Lane,"Lane, KS",38.481286,-100.466185
KS,Leavenworth,"Leavenworth, KS",39.189511,-95.038977
KS,Lincoln,"Lincoln, KS",39.047276,-98.214265
KS,Linn,"Linn, KS",38.216549,-94.844932
KS,Logan,"Logan, KS",38.91327,-101.157407
KS,Lyon,"Lyon, KS",38.455498,-96.161589
KS,McPherson,"McPherson, KS",38.395812,-97.647489
KS,Marion,"Marion, KS",38.359647,-97.102771
KS,Marshall,"Marshall, KS",39.782709,-96.521243
KS,Meade,"Meade, KS",37.243886,-100.360094
KS,Miami,"Miami, KS",38.566772,-94.832963
KS,Mitchell,"Mitchell, KS",39.393026,-98.207362
KS,Montgomery,"Montgomery, KS",37.189537,-95.742403
KS,Morris,"Morris, KS",38.687696,-96.644905
KS,Morton,"Morton, KS",37.18525,-101.809516
KS,Nemaha,"Nemaha, KS",39.791043,-96.005381
KS,Neosho,"Neosho, KS",37.564283,-95.315683
KS,Ness,"Ness, KS",38.480437,-99.908745
KS,Norton,"Norton, KS",39.783867,-99.899235
KS,Osage,"Osage, KS",38.649706,-95.727275
KS,Osborne,"Osborne, KS",39.348649,-98.767876
KS,Ottawa,"Ottawa, KS",39.137963,-97.654803
KS,Pawnee,"Pawnee, KS",38.182873,-99.232154
KS,Phillips,"Phillips, KS",39.784506,-99.34215
KS,Pottawatomie,"Pottawatomie, KS",39.382187,-96.337113
KS,Pratt,"Pratt, KS",37.647594,-98.74012
KS,Rawlins,"Rawlins, KS",39.786198,-101.076738
KS,Reno,"Reno, KS",37.948185,-98.078346
KS,Republic,"Republic, KS",39.82891,-97.650921
KS,Rice,"Rice, KS",38.347178,-98.201415
KS,Riley,"Riley, KS",39.291211,-96.727489
KS,Rooks,"Rooks, KS",39.346006,-99.324492
KS,Rush,"Rush, KS",38.523592,-99.309183
KS,Russell,"Russell, KS",38.916839,-98.765638
KS,Saline,"Saline, KS",38.786327,-97.650153
KS,Scott,"Scott, KS",38.481877,-100.90636
KS,Sedgwick,"Sedgwick, KS",37.683807,-97.459451
KS,Seward,"Seward, KS",37.180585,-100.854741
KS,Shawnee,"Shawnee, KS",39.041805,-95.755664
KS,Sheridan,"Sheridan, KS",39.350543,-100.441206
KS,Sherman,"Sherman, KS",39.351352,-101.719859
KS,Smith,"Smith, KS",39.78466,-98.78543
KS,Stafford,"Stafford, KS",38.03563,-98.719889
KS,Stanton,"Stanton, KS",37.565932,-101.789383
KS,Stevens,"Stevens, KS",37.202356,-101.315796
KS,Sumner,"Sumner, KS",37.236663,-97.493349
KS,Thomas,"Thomas, KS",39.357706,-101.083439
